"targetUrl","httpStatus","sourcePages","sourceRouteCategories","targetRouteCategory","internal","publicationClass","targetHostname","targetPath","targetPathPrefix","sourceEvidenceCollections","repositoryExactPathExists","repositoryCandidates","caseMismatch","incorrectRelativePath","missingExtension","movedToKnownEvidencePath","retiredSharePointTenantUrl","historicalMicrosoft365TenantUrl","cloudflareGenerated","intentionallyUnavailableExternalResource","sourceMayBeModified","failureType","proposedRemediation","remediationType","finalClassification","exceptionRationale"
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Fix-All-SitePages.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-53b34588-91f0ffd6.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Fix-All-SitePages.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Fix-All-SitePages.v2.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-53b34588-91f0ffd6.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Fix-All-SitePages.v2.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Provision-BrandGuide.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-53b34588-91f0ffd6.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Provision-BrandGuide.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Scripts/index.html","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-53b34588-91f0ffd6.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-cloud-lab-scripts/Scripts/index.html","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","archive/pre-site-upgrade-20260602/index.html; evidence-library/index.html; evidence-library/preserved-sharepoint/index.html; evidence-library/projects/on-prem-home-lab/infrastructure-validation-2026-07/index.html; evidence/public/index.html; index.html","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references an unavailable path and basename matching is ambiguous; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Analyze-M365Inventory.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-e2d0aec5-c28513bd.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Analyze-M365Inventory.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Collect-M365GraphSPOTeamsIntune.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-e2d0aec5-c28513bd.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Collect-M365GraphSPOTeamsIntune.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Get-M365UnifiedInventory.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-e2d0aec5-c28513bd.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Get-M365UnifiedInventory.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Import-WebsiteToSharePoint.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-e2d0aec5-c28513bd.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/m365-scripts/Import-WebsiteToSharePoint.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/powershell/Microsoft.PowerShell_profile.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ce94a1e8-8994199a.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/powershell/Microsoft.PowerShell_profile.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/powershell/Modules/index.html","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ce94a1e8-8994199a.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/powershell/Modules/index.html","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","archive/pre-site-upgrade-20260602/index.html; evidence-library/index.html; evidence-library/preserved-sharepoint/index.html; evidence-library/projects/on-prem-home-lab/infrastructure-validation-2026-07/index.html; evidence/public/index.html; index.html","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references an unavailable path and basename matching is ambiguous; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/powershell/Scripts/index.html","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ce94a1e8-8994199a.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/powershell/Scripts/index.html","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","archive/pre-site-upgrade-20260602/index.html; evidence-library/index.html; evidence-library/preserved-sharepoint/index.html; evidence-library/projects/on-prem-home-lab/infrastructure-validation-2026-07/index.html; evidence/public/index.html; index.html","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references an unavailable path and basename matching is ambiguous; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/EXO-CreateMailboxAndTransportRule.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/EXO-CreateMailboxAndTransportRule.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Graph-AssignLicenses.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Graph-AssignLicenses.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Graph-ConditionalAccess-Sample.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Graph-ConditionalAccess-Sample.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Graph-Connect-and-CreateUsers.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Graph-Connect-and-CreateUsers.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Intune-CreateCompliancePolicy-Win11.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Intune-CreateCompliancePolicy-Win11.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Intune-DeployWin32App-Template.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Intune-DeployWin32App-Template.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/SharePoint-CreateSitePage-AndWebPart.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/SharePoint-CreateSitePage-AndWebPart.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Teams-CreateTeam-AndChannel.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161101-954eb724.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scriptpack/Teams-CreateTeam-AndChannel.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scripts/BrandGuide-Deploy.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-c3ee2d51-11a86631.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scripts/BrandGuide-Deploy.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/scripts/Sync-BrandKit.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-c3ee2d51-11a86631.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/scripts/Sync-BrandKit.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/windows-powershell/Microsoft.PowerShell_profile.ps1","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-518aa34f-40990595.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/windows-powershell/Microsoft.PowerShell_profile.ps1","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references content that is not present in the reviewed repository collection; source bytes must remain unchanged."
"http://127.0.0.1:4174/evidence-library/preserved-sharepoint/docs/script-documentation/library/windows-powershell/Modules/index.html","404","http://127.0.0.1:4174/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-518aa34f-40990595.html","preserved-sharepoint-published-derivative","preserved-sharepoint-missing-docs","true","compatibility-or-archival-target","127.0.0.1","/evidence-library/preserved-sharepoint/docs/script-documentation/library/windows-powershell/Modules/index.html","/evidence-library/preserved-sharepoint/docs/","preserved-sharepoint-export","false","archive/pre-site-upgrade-20260602/index.html; evidence-library/index.html; evidence-library/preserved-sharepoint/index.html; evidence-library/projects/on-prem-home-lab/infrastructure-validation-2026-07/index.html; evidence/public/index.html; index.html","false","false","false","false","false","false","false","false","false","missing-from-preserved-export","Retain the source reference unchanged and expose the unavailable-target classification through its generated wrapper and audit record.","documented-exception","documented-archival-limitation","The preserved export references an unavailable path and basename matching is ambiguous; source bytes must remain unchanged."
