evidence_id,source_repository,source_commit,source_path,public_path,wrapper_path,source_sha256,source_size,public_sha256,public_size,evidence_type,primary_technology,technology_relationships,logical_destination,publication_classification,supported_claims,collection_context
"m365-entra-cloud-sync-project-031107a5bb96d30f","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/06-validation-summary.png","","","56c5eb344ef36e5f2c68a66273534d5faa9584a27e58adaf1395020adfd4ccec","75802","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/06-validation-summary.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-040da1a5388ef1aa","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/05-troubleshooting-flow.png","","","6673b9c6cd19cc7914468bb60808744365481e59b02351f47cb97d38d4881446","85309","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/05-troubleshooting-flow.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-1d84f3773ce1b864","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/04-sync-timing.png","","","36c9f541b2eb33e55b1f782e7bf12c2ee8934ebf9b0fefaac4c7ab17ee609dca","86778","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/04-sync-timing.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-296b8da784de3d33","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/12-cloudsync-group-modified-properties.png","","","cfd3cd9576f1709e639e1226ff26e0ee4ffb708731f6a1bc6920637e219a62ee","224740","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/12-cloudsync-group-modified-properties.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-2d838610e71d5a16","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/06-cloudsync-user-provisioning-log.png","","","3ae692b31b075e2a80fe3cfe53b823c174b1803ef46ee6c7e600d1e5c67741ec","234367","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/06-cloudsync-user-provisioning-log.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-3043e53912c6a479","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/15-cloudsync-ou-scope.png","","","a631a5c561f2251fab4c9b564681d1fb61b14e80114ce6b5b48b9fc4fc271878","133646","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/15-cloudsync-ou-scope.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-3cb37d295952bf6b","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/07-cloudsync-user-modified-properties.png","","","a9fec5d619c651429f949e1e3c0615d41eef7139fed6ea42ebb11843694dd09b","399232","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/07-cloudsync-user-modified-properties.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-414a27866d1a3139","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/README.md","","","05b5062458c4d167e8b12c3cc9de5d4aada22af33e4f4445c48d6d774c418cd6","2580","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/evidence/README.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-4b5389582d499939","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/README.md","","","3978904a4ad8c5354c57d85bcd51e377471ffa69cff6b10b32cf3c3424fce512","8046","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/README.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-64a4650aa592e334","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/02-cloudsync-test01-initial-provisioning.png","","","e6adcedfc2d45f96abda0e7eee0662efe8d560287e3365443c75178c425113f6","242063","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/02-cloudsync-test01-initial-provisioning.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-6528dd62598d99ab","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/03-source-anchor-correlation.png","","","9d706e97638aab44c7c0b92771b2b7d3ee945f579d7b4a346872ff1759a0681b","89640","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/03-source-anchor-correlation.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-6986dff60abc906f","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/16-cloudsync-group-attribute-mapping.png","","","76d96e48f1231a756db9fce4eebb9d84cc612b04f88443924aba020b7445199b","667637","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/16-cloudsync-group-attribute-mapping.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-6cad212e886f8dac","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/07-cloudsync-vs-connect-sync.png","","","8532c8b8ac0ebf704ee9566e1a1bb4437c6a90183f814777bfa94ed5f3366da2","99117","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/07-cloudsync-vs-connect-sync.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-72465ad9512f5909","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/04-cloudsync-test01-password-hash-sync.png","","","53cf883325e729813120a81b3ab260460ad321fef2a2b67d4d6066b58ad5ced5","1380039","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/04-cloudsync-test01-password-hash-sync.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-7fbbe0352e5a2c26","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/02-identity-lifecycle.png","","","14394e42c3a81b389b11850a5d6bc201a0c0a74d625874b1d4a3a2e1da11c47d","70403","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/02-identity-lifecycle.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-902e0da7f8ffb285","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/lessons-learned.md","","","fb39861657ef0e7d998360e8b35b312ae6ea9b4e0c9f3db3f9e4798eec0152d6","4306","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/lessons-learned.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-95e6d644225b92f8","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/index.html","","","a22922a3d45b6fd2abe9b31654a8bf6b4f4b864de2847247965d59196ee0c36b","8598","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/evidence/index.html","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-a1a319ed60a510a5","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/05-cloudsync-group-membership.png","","","87bc771da6d2a2bd498826495d0f8be9004bdc6071c81f18848387b1f6157a2b","144981","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/05-cloudsync-group-membership.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-a80a5936ca2ba8bd","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/scripts/Test-CloudSyncADState.ps1","","","fdd2760cc6d823597db01e693fd030d3b05ed038d1ef1101c6a9ddbdd0a030fe","1041","","","scripts","entra-id","entra-id|automation","content/microsoft-365/entra-id/scripts/entra-cloud-sync-project/scripts/Test-CloudSyncADState.ps1","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-b16f9b6aa5baa314","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/09-cloudsync-overview-health.png","","","52db27e3456fd6e676b4b751ee7cd24e7584a4e61377010546c0863892a2dd28","258142","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/09-cloudsync-overview-health.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-b520f24c8fbcb01a","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/architecture.md","","","6b75c906fd55e07a1eba03a798a7a641eda5564e16d0f7e5b120db098135ec43","4730","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/architecture.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-d07d49ad548d5ce2","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/validation.md","","","6d241c8d04503ec2bce61b43970424c7e9a4ebef31dcd680cdd6fc1154f9bfab","3599","","","validation","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/validation/entra-cloud-sync-project/validation.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-d4d7d1900e0ed06a","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/03-cloudsync-test01-attribute-sync.png","","","7abfd718b82c3ebdb188a2dcd8d215417b54bd80982d2973937937af93f9975e","243284","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/03-cloudsync-test01-attribute-sync.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-e21d7f5c139d0166","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/implementation.md","","","d649e5608e0185320d2574f1a03e71c9a462a745bdaf1230640b23252b08d625","3420","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/implementation.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-e73e046eaa49b7a9","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/13-cloudsync-group-summary.png","","","1b2980217080aa4772c29c65daa4199ac638044eb4562b347d6b8778a9b224dd","260090","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/13-cloudsync-group-summary.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-e9cd32b92cfce7c8","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/11-cloudsync-group-provisioning-log.png","","","0bb9dbea13a8ccbe57c1a5350a49dfd97a2452aa1e439120f827f07181aeea7d","233635","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/11-cloudsync-group-provisioning-log.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-f192d3ae962f301c","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/14-cloudsync-agent-status.png","","","fd1a8de5803f1c568627f0845f8c21c1b2c33c88793d4581cd0d7d28966e80a5","123468","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/14-cloudsync-agent-status.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-f3b11b922ae56496","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/10-cloudsync-no-failures.png","","","585fea4f457eb6c2beab315e74e2ad9b41cc44f81592b021852473d331e8c09c","146252","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/10-cloudsync-no-failures.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-f516d1f1b2f7ddb0","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/troubleshooting.md","","","8fecde5bcd2d1e1b7c6ce076831348f4a93218f1b29456a80698840718e4bb05","3730","","","documentation","entra-id","entra-id|automation","content/microsoft-365/entra-id/documentation/entra-cloud-sync-project/troubleshooting.md","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
"m365-entra-cloud-sync-project-f72a295109a92056","fontenotjeremy71-hub/jeremyfontenot","442073391e53ea8cf417771039837798686a32c6","projects/entra-cloud-sync/evidence/08-cloudsync-source-authority.png","","","b7bd827813284810aa9eea2d2f2640db96284ea0f557646587348e56e0542927","252658","","","screenshots","entra-id","entra-id|automation","content/microsoft-365/entra-id/evidence/screenshots/entra-cloud-sync-project/evidence/08-cloudsync-source-authority.png","metadata-only","m365-entra-identity-review","Validated Microsoft Entra Cloud Sync hybrid identity project, including scoped AD-to-Entra provisioning, Password Hash Synchronization, source-anchor correlation, agent health, troubleshooting, scripts, and sanitized evidence. This repository-only source is cataloged as metadata and is not assigned a public route."
